2023-12-12 21:58:52,273 INFO    MainThread:31716 [wandb_setup.py:_flush():76] Current SDK version is 0.16.1
2023-12-12 21:58:52,274 INFO    MainThread:31716 [wandb_setup.py:_flush():76] Configure stats pid to 31716
2023-12-12 21:58:52,274 INFO    MainThread:31716 [wandb_setup.py:_flush():76] Loading settings from C:\Users\chine\.config\wandb\settings
2023-12-12 21:58:52,275 INFO    MainThread:31716 [wandb_setup.py:_flush():76] Loading settings from C:\Users\chine\OneDrive\Desktop\PythonScripts\captum_tutorial\yolov7-main\wandb\settings
2023-12-12 21:58:52,276 INFO    MainThread:31716 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2023-12-12 21:58:52,276 INFO    MainThread:31716 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-12-12 21:58:52,277 INFO    MainThread:31716 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'yolov7-main\\train.py', 'program_abspath': 'C:\\Users\\chine\\OneDrive\\Desktop\\PythonScripts\\captum_tutorial\\yolov7-main\\train.py', 'program': 'C:\\Users\\chine\\OneDrive\\Desktop\\PythonScripts\\captum_tutorial\\yolov7-main\\train.py'}
2023-12-12 21:58:52,278 INFO    MainThread:31716 [wandb_init.py:_log_setup():524] Logging user logs to C:\Users\chine\OneDrive\Desktop\PythonScripts\captum_tutorial\yolov7-main\wandb\run-20231212_215852-0nmg1dyx\logs\debug.log
2023-12-12 21:58:52,278 INFO    MainThread:31716 [wandb_init.py:_log_setup():525] Logging internal logs to C:\Users\chine\OneDrive\Desktop\PythonScripts\captum_tutorial\yolov7-main\wandb\run-20231212_215852-0nmg1dyx\logs\debug-internal.log
2023-12-12 21:58:52,279 INFO    MainThread:31716 [wandb_init.py:init():564] calling init triggers
2023-12-12 21:58:52,279 INFO    MainThread:31716 [wandb_init.py:init():571] wandb.init called with sweep_config: {}
