2023-12-12 23:34:32,716 INFO    MainThread:32636 [wandb_setup.py:_flush():76] Current SDK version is 0.16.1
2023-12-12 23:34:32,717 INFO    MainThread:32636 [wandb_setup.py:_flush():76] Configure stats pid to 32636
2023-12-12 23:34:32,717 INFO    MainThread:32636 [wandb_setup.py:_flush():76] Loading settings from C:\Users\chine\.config\wandb\settings
2023-12-12 23:34:32,717 INFO    MainThread:32636 [wandb_setup.py:_flush():76] Loading settings from C:\Users\chine\OneDrive\Desktop\PythonScripts\captum_tutorial\yolov7-main\wandb\settings
2023-12-12 23:34:32,717 INFO    MainThread:32636 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2023-12-12 23:34:32,717 INFO    MainThread:32636 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-12-12 23:34:32,721 INFO    MainThread:32636 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'yolov7-main\\train.py', 'program_abspath': 'C:\\Users\\chine\\OneDrive\\Desktop\\PythonScripts\\captum_tutorial\\yolov7-main\\train.py', 'program': 'C:\\Users\\chine\\OneDrive\\Desktop\\PythonScripts\\captum_tutorial\\yolov7-main\\train.py'}
2023-12-12 23:34:32,721 INFO    MainThread:32636 [wandb_init.py:_log_setup():524] Logging user logs to C:\Users\chine\OneDrive\Desktop\PythonScripts\captum_tutorial\yolov7-main\wandb\run-20231212_233432-u1sfve8w\logs\debug.log
2023-12-12 23:34:32,722 INFO    MainThread:32636 [wandb_init.py:_log_setup():525] Logging internal logs to C:\Users\chine\OneDrive\Desktop\PythonScripts\captum_tutorial\yolov7-main\wandb\run-20231212_233432-u1sfve8w\logs\debug-internal.log
2023-12-12 23:34:32,722 INFO    MainThread:32636 [wandb_init.py:init():564] calling init triggers
2023-12-12 23:34:32,723 INFO    MainThread:32636 [wandb_init.py:init():571] wandb.init called with sweep_config: {}
config: {'weights': 'yolov7.pt', 'cfg': '', 'data': 'data/coco128.yaml', 'hyp': {'lr0': 0.01, 'lrf': 0.1, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 0.05, 'cls': 0.3, 'cls_pw': 1.0, 'obj': 0.7, 'obj_pw': 1.0, 'iou_t': 0.2, 'anchor_t': 4.0, 'fl_gamma': 0.0, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.2, 'scale': 0.9, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 1.0, 'mixup': 0.15, 'copy_paste': 0.0, 'paste_in': 0.15, 'loss_ota': 1}, 'epochs': 20, 'batch_size': 14, 'img_size': [640, 640], 'rect': False, 'resume': False, 'nosave': False, 'notest': False, 'noautoanchor': False, 'evolve': False, 'bucket': '', 'cache_images': False, 'image_weights': False, 'device': '0', 'multi_scale': False, 'single_cls': False, 'adam': False, 'sync_bn': False, 'local_rank': -1, 'workers': 1, 'project': 'runs/pgt/train-pgt-yolov7', 'entity': None, 'name': 'pgt', 'exist_ok': False, 'quad': False, 'linear_lr': False, 'label_smoothing': 0.0, 'upload_dataset': False, 'bbox_interval': -1, 'save_period': -1, 'artifact_alias': 'latest', 'freeze': [0], 'v5_metric': False, 'loss_metric': 'CIoU', 'conf_thres': 0.5, 'iou_thres': 0.65, 'agnostic_nms': False, 'classes': None, 'pgt_lr': 0.7, 'out_num_attrs': [1], 'loss_attr': False, 'pgt_lr_decay': 0.75, 'pgt_lr_decay_step': 20, 'no_trace': True, 'save_dir': 'runs\\pgt\\train-pgt-yolov7\\pgt14', 'seed': 263434535883750338, 'world_size': 1, 'global_rank': -1, 'total_batch_size': 14}
2023-12-12 23:34:32,723 INFO    MainThread:32636 [wandb_init.py:init():614] starting backend
2023-12-12 23:34:32,723 INFO    MainThread:32636 [wandb_init.py:init():618] setting up manager
2023-12-12 23:34:32,735 INFO    MainThread:32636 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2023-12-12 23:34:32,740 INFO    MainThread:32636 [wandb_init.py:init():624] backend started and connected
2023-12-12 23:34:32,740 INFO    MainThread:32636 [wandb_init.py:init():716] updated telemetry
2023-12-12 23:34:32,740 INFO    MainThread:32636 [wandb_init.py:init():749] communicating run to backend with 90.0 second timeout
2023-12-12 23:34:33,560 INFO    MainThread:32636 [wandb_run.py:_on_init():2254] communicating current version
2023-12-12 23:34:33,957 INFO    MainThread:32636 [wandb_run.py:_on_init():2263] got version response 
2023-12-12 23:34:33,957 INFO    MainThread:32636 [wandb_init.py:init():800] starting run threads in backend
2023-12-12 23:34:34,223 INFO    MainThread:32636 [wandb_run.py:_console_start():2233] atexit reg
2023-12-12 23:34:34,223 INFO    MainThread:32636 [wandb_run.py:_redirect():2088] redirect: wrap_raw
2023-12-12 23:34:34,223 INFO    MainThread:32636 [wandb_run.py:_redirect():2153] Wrapping output streams.
2023-12-12 23:34:34,224 INFO    MainThread:32636 [wandb_run.py:_redirect():2178] Redirects installed.
2023-12-12 23:34:34,226 INFO    MainThread:32636 [wandb_init.py:init():841] run started, returning control to user process
